,0,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
569,Gates,Speak,0.0749,https://api.spotify.com/v1/audio-analysis/3OHdhLUobIIKskQHLJAaqe,0.527,276520.0,0.505,3OHdhLUobIIKskQHLJAaqe,4.25e-06,2.0,0.283,-9.3,1.0,0.0256,133.566,4.0,https://api.spotify.com/v1/tracks/3OHdhLUobIIKskQHLJAaqe,audio_features,spotify:track:3OHdhLUobIIKskQHLJAaqe,0.443
570,Miss You,Oh Malô,0.387,https://api.spotify.com/v1/audio-analysis/2SYvX2G6D5SD6BpijIOBpG,0.522,243320.0,0.531,2SYvX2G6D5SD6BpijIOBpG,0.0,7.0,0.202,-7.78,1.0,0.0293,79.252,4.0,https://api.spotify.com/v1/tracks/2SYvX2G6D5SD6BpijIOBpG,audio_features,spotify:track:2SYvX2G6D5SD6BpijIOBpG,0.761
571,Drunk Drivers/Killer Whales,Car Seat Headrest,0.393,https://api.spotify.com/v1/audio-analysis/0dqJjKKxuKD5Dt3QH2n4CG,0.43,257693.0,0.641,0dqJjKKxuKD5Dt3QH2n4CG,0.0036,4.0,0.223,-7.027,1.0,0.034,100.39,4.0,https://api.spotify.com/v1/tracks/0dqJjKKxuKD5Dt3QH2n4CG,audio_features,spotify:track:0dqJjKKxuKD5Dt3QH2n4CG,0.288
572,Hypnotized,Fever Fever,0.00224,https://api.spotify.com/v1/audio-analysis/5wrGviDHdJ2MYgDRow14cu,0.487,225560.0,0.724,5wrGviDHdJ2MYgDRow14cu,1.03e-05,0.0,0.213,-5.905,1.0,0.0289,102.03,4.0,https://api.spotify.com/v1/tracks/5wrGviDHdJ2MYgDRow14cu,audio_features,spotify:track:5wrGviDHdJ2MYgDRow14cu,0.546
573,Graveyard Whistling,Nothing But Thieves,0.0442,https://api.spotify.com/v1/audio-analysis/17ZnveSDBpG9QtL7zLJNPy,0.677,308067.0,0.649,17ZnveSDBpG9QtL7zLJNPy,0.0695,10.0,0.104,-5.906,1.0,0.0311,82.016,4.0,https://api.spotify.com/v1/tracks/17ZnveSDBpG9QtL7zLJNPy,audio_features,spotify:track:17ZnveSDBpG9QtL7zLJNPy,0.787
574,(Joe Gets Kicked Out of School for Using) Drugs With Friends (But Says This Isn't a Problem),Car Seat Headrest,0.656,https://api.spotify.com/v1/audio-analysis/12v5GBM74fB8WsHJPQRTIe,0.552,275320.0,0.531,12v5GBM74fB8WsHJPQRTIe,5.21e-05,8.0,0.11,-6.767,1.0,0.125,91.573,4.0,https://api.spotify.com/v1/tracks/12v5GBM74fB8WsHJPQRTIe,audio_features,spotify:track:12v5GBM74fB8WsHJPQRTIe,0.324
575,Bravado,Lorde,0.803,https://api.spotify.com/v1/audio-analysis/4XhElUi1UJucxdqVa6HhkB,0.635,228810.0,0.526,4XhElUi1UJucxdqVa6HhkB,0.00347,2.0,0.12,-8.254,1.0,0.0281,126.07,4.0,https://api.spotify.com/v1/tracks/4XhElUi1UJucxdqVa6HhkB,audio_features,spotify:track:4XhElUi1UJucxdqVa6HhkB,0.173
576,"April 29, 1992 (Miami)",Sublime,0.28,https://api.spotify.com/v1/audio-analysis/0iQPnK3bi7O27c5T2HBTdr,0.266,256040.0,0.513,0iQPnK3bi7O27c5T2HBTdr,5.98e-05,0.0,0.11,-7.852,1.0,0.0388,200.781,4.0,https://api.spotify.com/v1/tracks/0iQPnK3bi7O27c5T2HBTdr,audio_features,spotify:track:0iQPnK3bi7O27c5T2HBTdr,0.579
577,Colours In The Sky,Miami Horror,0.282,https://api.spotify.com/v1/audio-analysis/1GuuBk6PSnrGyWGeUe1Ood,0.706,209165.0,0.457,1GuuBk6PSnrGyWGeUe1Ood,0.00849,4.0,0.0614,-9.359,1.0,0.0383,78.014,4.0,https://api.spotify.com/v1/tracks/1GuuBk6PSnrGyWGeUe1Ood,audio_features,spotify:track:1GuuBk6PSnrGyWGeUe1Ood,0.723
578,Go! (feat. Mai Lan),M83,0.198,https://api.spotify.com/v1/audio-analysis/6p2RM7TzVlBanInZO3QWSo,0.515,186512.0,0.593,6p2RM7TzVlBanInZO3QWSo,0.000343,7.0,0.649,-8.953,0.0,0.023,102.145,4.0,https://api.spotify.com/v1/tracks/6p2RM7TzVlBanInZO3QWSo,audio_features,spotify:track:6p2RM7TzVlBanInZO3QWSo,0.562
579,Swim,Late Night Episode,0.11,https://api.spotify.com/v1/audio-analysis/5kuFCKfGMFsBenmPfMB3cw,0.434,394200.0,0.748,5kuFCKfGMFsBenmPfMB3cw,0.000273,1.0,0.102,-7.707,1.0,0.0522,151.265,4.0,https://api.spotify.com/v1/tracks/5kuFCKfGMFsBenmPfMB3cw,audio_features,spotify:track:5kuFCKfGMFsBenmPfMB3cw,0.703
580,Gibraltar,Beirut,0.155,https://api.spotify.com/v1/audio-analysis/1hn1DJ1nWnMywgt9maAez0,0.579,228820.0,0.925,1hn1DJ1nWnMywgt9maAez0,8.85e-06,0.0,0.234,-2.217,1.0,0.044,114.288,4.0,https://api.spotify.com/v1/tracks/1hn1DJ1nWnMywgt9maAez0,audio_features,spotify:track:1hn1DJ1nWnMywgt9maAez0,0.815
581,River,Bishop Briggs,0.00343,https://api.spotify.com/v1/audio-analysis/5Kd5Y8PCKftHbq7uvIhLap,0.517,216710.0,0.954,5Kd5Y8PCKftHbq7uvIhLap,0.0656,7.0,0.43,-3.449,0.0,0.0639,132.428,4.0,https://api.spotify.com/v1/tracks/5Kd5Y8PCKftHbq7uvIhLap,audio_features,spotify:track:5Kd5Y8PCKftHbq7uvIhLap,0.606
582,Seattle Party,Chastity Belt,0.16,https://api.spotify.com/v1/audio-analysis/5fLfzMQ6T583mnUke8622M,0.66,172507.0,0.591,5fLfzMQ6T583mnUke8622M,0.848,4.0,0.632,-8.497,0.0,0.026,100.034,4.0,https://api.spotify.com/v1/tracks/5fLfzMQ6T583mnUke8622M,audio_features,spotify:track:5fLfzMQ6T583mnUke8622M,0.849
583,Things Happen,Dawes,0.0187,https://api.spotify.com/v1/audio-analysis/6N81xlWzMaEYhjHry55OSI,0.675,207547.0,0.666,6N81xlWzMaEYhjHry55OSI,0.692,11.0,0.112,-6.067,1.0,0.027,120.558,4.0,https://api.spotify.com/v1/tracks/6N81xlWzMaEYhjHry55OSI,audio_features,spotify:track:6N81xlWzMaEYhjHry55OSI,0.434
584,Hands Down,The Greeting Committee,0.555,https://api.spotify.com/v1/audio-analysis/2wSgjvKs4oLjFVmUA2gPVS,0.595,240747.0,0.48,2wSgjvKs4oLjFVmUA2gPVS,0.0,7.0,0.127,-9.26,1.0,0.0324,109.266,4.0,https://api.spotify.com/v1/tracks/2wSgjvKs4oLjFVmUA2gPVS,audio_features,spotify:track:2wSgjvKs4oLjFVmUA2gPVS,0.165
585,All We Ever Knew,The Head and the Heart,0.185,https://api.spotify.com/v1/audio-analysis/6Dg2RJihNlbkLSmtXY3p5f,0.342,261595.0,0.609,6Dg2RJihNlbkLSmtXY3p5f,0.00052,8.0,0.0799,-5.68,1.0,0.0943,82.989,4.0,https://api.spotify.com/v1/tracks/6Dg2RJihNlbkLSmtXY3p5f,audio_features,spotify:track:6Dg2RJihNlbkLSmtXY3p5f,0.401
586,Only For You,Heartless Bastards,0.0291,https://api.spotify.com/v1/audio-analysis/4RFQqoOFw0pdropkjrPnh3,0.747,184871.0,0.711,4RFQqoOFw0pdropkjrPnh3,0.000465,7.0,0.101,-4.27,1.0,0.0354,113.007,4.0,https://api.spotify.com/v1/tracks/4RFQqoOFw0pdropkjrPnh3,audio_features,spotify:track:4RFQqoOFw0pdropkjrPnh3,0.353
587,Nakamarra (feat. Q-Tip),Hiatus Kaiyote,3.54e-05,https://api.spotify.com/v1/audio-analysis/5Ml9IhK253EDUsy9lVorf6,0.412,236934.0,0.842,5Ml9IhK253EDUsy9lVorf6,0.482,11.0,0.0702,-6.62,0.0,0.0524,131.974,4.0,https://api.spotify.com/v1/tracks/5Ml9IhK253EDUsy9lVorf6,audio_features,spotify:track:5Ml9IhK253EDUsy9lVorf6,0.429
588,Open Season,High Highs,0.505,https://api.spotify.com/v1/audio-analysis/3TTVgqpcMhzeymFY0OJ4Ia,0.62,238400.0,0.515,3TTVgqpcMhzeymFY0OJ4Ia,6.5e-05,4.0,0.103,-8.174,0.0,0.172,73.997,4.0,https://api.spotify.com/v1/tracks/3TTVgqpcMhzeymFY0OJ4Ia,audio_features,spotify:track:3TTVgqpcMhzeymFY0OJ4Ia,0.375
589,Florida Kilos,Lana Del Rey,0.202,https://api.spotify.com/v1/audio-analysis/2Oehrcv4Kov0SuIgWyQY9e,0.327,175200.0,0.71,2Oehrcv4Kov0SuIgWyQY9e,9e-05,3.0,0.28,-2.928,1.0,0.0547,179.561,4.0,https://api.spotify.com/v1/tracks/2Oehrcv4Kov0SuIgWyQY9e,audio_features,spotify:track:2Oehrcv4Kov0SuIgWyQY9e,0.416
590,Limestone,Magic City Hippies,0.000439,https://api.spotify.com/v1/audio-analysis/4ObATYHHvXXlJJQ4rPKU2s,0.553,192600.0,0.587,4ObATYHHvXXlJJQ4rPKU2s,0.326,7.0,0.329,-5.924,0.0,0.0327,146.045,4.0,https://api.spotify.com/v1/tracks/4ObATYHHvXXlJJQ4rPKU2s,audio_features,spotify:track:4ObATYHHvXXlJJQ4rPKU2s,0.28
591,Glow - Live from Spotify House SXSW ’16,Porches,0.511,https://api.spotify.com/v1/audio-analysis/59RNdFA4oFNIvTIvaBxqgQ,0.789,293067.0,0.668,59RNdFA4oFNIvTIvaBxqgQ,0.00217,8.0,0.0659,-6.568,1.0,0.0357,117.007,4.0,https://api.spotify.com/v1/tracks/59RNdFA4oFNIvTIvaBxqgQ,audio_features,spotify:track:59RNdFA4oFNIvTIvaBxqgQ,0.832
592,"Part One - Hey, No Pressure",Ray LaMontagne,0.278,https://api.spotify.com/v1/audio-analysis/4oI5zoIVyyopUx1Rxberuc,0.355,262200.0,0.59,4oI5zoIVyyopUx1Rxberuc,0.0198,2.0,0.0791,-13.829,1.0,0.0361,115.423,4.0,https://api.spotify.com/v1/tracks/4oI5zoIVyyopUx1Rxberuc,audio_features,spotify:track:4oI5zoIVyyopUx1Rxberuc,0.656
593,Bitter Tears,INXS,0.83,https://api.spotify.com/v1/audio-analysis/0Ssh20fuVhmasLRJ97MLnp,0.246,273200.0,0.305,0Ssh20fuVhmasLRJ97MLnp,4.18e-05,4.0,0.147,-12.405,0.0,0.0366,152.83,4.0,https://api.spotify.com/v1/tracks/0Ssh20fuVhmasLRJ97MLnp,audio_features,spotify:track:0Ssh20fuVhmasLRJ97MLnp,0.18
594,Lately,INXS,0.878,https://api.spotify.com/v1/audio-analysis/2u6PeEPCbQUP656PbSi7AH,0.681,234320.0,0.175,2u6PeEPCbQUP656PbSi7AH,0.107,1.0,0.115,-17.421,1.0,0.0437,102.868,4.0,https://api.spotify.com/v1/tracks/2u6PeEPCbQUP656PbSi7AH,audio_features,spotify:track:2u6PeEPCbQUP656PbSi7AH,0.259
595,You Are the Right One,Sports,0.0149,https://api.spotify.com/v1/audio-analysis/6C0T7QMpmeDoDkke32Ctqb,0.566,203880.0,0.681,6C0T7QMpmeDoDkke32Ctqb,0.0,9.0,0.104,-5.443,0.0,0.0299,119.916,4.0,https://api.spotify.com/v1/tracks/6C0T7QMpmeDoDkke32Ctqb,audio_features,spotify:track:6C0T7QMpmeDoDkke32Ctqb,0.187
596,Beautiful Girl,INXS,0.00359,https://api.spotify.com/v1/audio-analysis/1yf97yL1ll8FYXC27c9VTw,0.584,267387.0,0.833,1yf97yL1ll8FYXC27c9VTw,3.44e-05,6.0,0.169,-5.9,1.0,0.041,140.013,4.0,https://api.spotify.com/v1/tracks/1yf97yL1ll8FYXC27c9VTw,audio_features,spotify:track:1yf97yL1ll8FYXC27c9VTw,0.324
597,One Lovely Day,Citizen Cope,0.0113,https://api.spotify.com/v1/audio-analysis/4Tp4gRuDo1sIMP6gH9LwuH,0.571,373373.0,0.737,4Tp4gRuDo1sIMP6gH9LwuH,0.000477,9.0,0.3,-6.53,0.0,0.027,127.975,4.0,https://api.spotify.com/v1/tracks/4Tp4gRuDo1sIMP6gH9LwuH,audio_features,spotify:track:4Tp4gRuDo1sIMP6gH9LwuH,0.0656
598,Warm On A Cold Night,HONNE,0.12,https://api.spotify.com/v1/audio-analysis/7oaBv3Bx1ySw1QOY0yUxzQ,0.667,217995.0,0.678,7oaBv3Bx1ySw1QOY0yUxzQ,0.357,6.0,0.152,-4.97,1.0,0.0254,100.007,4.0,https://api.spotify.com/v1/tracks/7oaBv3Bx1ySw1QOY0yUxzQ,audio_features,spotify:track:7oaBv3Bx1ySw1QOY0yUxzQ,0.446
599,Midway,Bad Bad Hats,0.613,https://api.spotify.com/v1/audio-analysis/3d8y0t70g7hw2FOWl9Z4Fm,0.664,160097.0,0.573,3d8y0t70g7hw2FOWl9Z4Fm,0.000363,5.0,0.0857,-6.519,1.0,0.0277,76.023,4.0,https://api.spotify.com/v1/tracks/3d8y0t70g7hw2FOWl9Z4Fm,audio_features,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,0.566
600,She's A Rainbow,Gunns,0.00332,https://api.spotify.com/v1/audio-analysis/6Uaz0UV4y7EPdviYUDWwlu,0.631,237067.0,0.748,6Uaz0UV4y7EPdviYUDWwlu,4.19e-06,8.0,0.0386,-4.042,1.0,0.0389,118.96,4.0,https://api.spotify.com/v1/tracks/6Uaz0UV4y7EPdviYUDWwlu,audio_features,spotify:track:6Uaz0UV4y7EPdviYUDWwlu,0.255
601,Wave(s),Lewis Del Mar,0.579,https://api.spotify.com/v1/audio-analysis/0y1QJc3SJVPKJ1OvFmFqe6,0.489,213707.0,0.505,0y1QJc3SJVPKJ1OvFmFqe6,0.000333,10.0,0.104,-8.022,0.0,0.117,163.255,4.0,https://api.spotify.com/v1/tracks/0y1QJc3SJVPKJ1OvFmFqe6,audio_features,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,0.337
602,Demons,Imagine Dragons,0.0834,https://api.spotify.com/v1/audio-analysis/6tuZKBiS1p6Ig0UtC0ii0Y,0.946,157524.0,0.66,6tuZKBiS1p6Ig0UtC0ii0Y,6.83e-05,6.0,0.0436,-7.497,0.0,0.148,134.973,4.0,https://api.spotify.com/v1/tracks/6tuZKBiS1p6Ig0UtC0ii0Y,audio_features,spotify:track:6tuZKBiS1p6Ig0UtC0ii0Y,0.808
603,Wires,The Neighbourhood,0.054,https://api.spotify.com/v1/audio-analysis/3mxMrdo3fJjDbb64nagoXR,0.62,227507.0,0.892,3mxMrdo3fJjDbb64nagoXR,0.000687,2.0,0.207,-3.664,1.0,0.0531,129.96,4.0,https://api.spotify.com/v1/tracks/3mxMrdo3fJjDbb64nagoXR,audio_features,spotify:track:3mxMrdo3fJjDbb64nagoXR,0.418
604,Paris,The 1975,0.00694,https://api.spotify.com/v1/audio-analysis/2pA4ip3VIEVcIa3qE02oAX,0.568,174693.0,0.578,2pA4ip3VIEVcIa3qE02oAX,0.000353,6.0,0.099,-5.589,1.0,0.0404,139.951,4.0,https://api.spotify.com/v1/tracks/2pA4ip3VIEVcIa3qE02oAX,audio_features,spotify:track:2pA4ip3VIEVcIa3qE02oAX,0.555
605,Some Day One Day - Remastered 2011,Queen,0.0136,https://api.spotify.com/v1/audio-analysis/0J1dO4E3846wW66ONNmncO,0.592,224435.0,0.745,0J1dO4E3846wW66ONNmncO,0.000143,1.0,0.235,-4.979,1.0,0.0361,76.483,4.0,https://api.spotify.com/v1/tracks/0J1dO4E3846wW66ONNmncO,audio_features,spotify:track:0J1dO4E3846wW66ONNmncO,0.703
606,White Queen (As It Began) - Remastered 2011,Queen,0.00391,https://api.spotify.com/v1/audio-analysis/4mxh2NExRSOb7bJTRnJPyK,0.471,190370.0,0.333,4mxh2NExRSOb7bJTRnJPyK,0.000186,8.0,0.556,-11.857,0.0,0.0375,80.768,4.0,https://api.spotify.com/v1/tracks/4mxh2NExRSOb7bJTRnJPyK,audio_features,spotify:track:4mxh2NExRSOb7bJTRnJPyK,0.124
607,Things Behind The Sun,Nick Drake,0.0311,https://api.spotify.com/v1/audio-analysis/0OcP0ZD8f5paG9taHQNspu,0.607,305738.0,0.309,0OcP0ZD8f5paG9taHQNspu,0.575,0.0,0.117,-14.491,1.0,0.0503,97.997,4.0,https://api.spotify.com/v1/tracks/0OcP0ZD8f5paG9taHQNspu,audio_features,spotify:track:0OcP0ZD8f5paG9taHQNspu,0.0981
608,Leaving Tonight,The Neighbourhood,0.00462,https://api.spotify.com/v1/audio-analysis/0Sl8C9oeS3b5Kv9bSvTPDr,0.646,283067.0,0.631,0Sl8C9oeS3b5Kv9bSvTPDr,0.288,8.0,0.122,-10.748,0.0,0.0436,109.02,4.0,https://api.spotify.com/v1/tracks/0Sl8C9oeS3b5Kv9bSvTPDr,audio_features,spotify:track:0Sl8C9oeS3b5Kv9bSvTPDr,0.167
609,Trees,Twenty One Pilots,0.431,https://api.spotify.com/v1/audio-analysis/2QRk4N7GObZRGyhKjUHZhP,0.619,255773.0,0.632,2QRk4N7GObZRGyhKjUHZhP,8.61e-06,8.0,0.0897,-7.692,1.0,0.0274,114.966,4.0,https://api.spotify.com/v1/tracks/2QRk4N7GObZRGyhKjUHZhP,audio_features,spotify:track:2QRk4N7GObZRGyhKjUHZhP,0.264
610,Wiped Out!,The Neighbourhood,0.137,https://api.spotify.com/v1/audio-analysis/5G1RhMTSAzFSmTkeUbKlBF,0.553,192400.0,0.843,5G1RhMTSAzFSmTkeUbKlBF,2.25e-06,7.0,0.14,-3.365,1.0,0.0627,99.194,4.0,https://api.spotify.com/v1/tracks/5G1RhMTSAzFSmTkeUbKlBF,audio_features,spotify:track:5G1RhMTSAzFSmTkeUbKlBF,0.63
611,Woman Woman,AWOLNATION,0.581,https://api.spotify.com/v1/audio-analysis/7trx783SvnHhKkmgSSTIFJ,0.554,343485.0,0.337,7trx783SvnHhKkmgSSTIFJ,0.0,1.0,0.0871,-10.189,1.0,0.0351,89.961,4.0,https://api.spotify.com/v1/tracks/7trx783SvnHhKkmgSSTIFJ,audio_features,spotify:track:7trx783SvnHhKkmgSSTIFJ,0.216
612,Ophelia,The Lumineers,0.202,https://api.spotify.com/v1/audio-analysis/5hc71nKsUgtwQ3z52KEKQk,0.611,347520.0,0.799,5hc71nKsUgtwQ3z52KEKQk,0.0277,0.0,0.123,-5.719,1.0,0.0641,101.038,4.0,https://api.spotify.com/v1/tracks/5hc71nKsUgtwQ3z52KEKQk,audio_features,spotify:track:5hc71nKsUgtwQ3z52KEKQk,0.51
613,Hollow Life,Coast Modern,0.237,https://api.spotify.com/v1/audio-analysis/2Lhdl74nwwVGOE2Gv35QuK,0.72,243773.0,0.744,2Lhdl74nwwVGOE2Gv35QuK,0.0,1.0,0.255,-6.938,0.0,0.12,78.953,4.0,https://api.spotify.com/v1/tracks/2Lhdl74nwwVGOE2Gv35QuK,audio_features,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,0.619
614,Way Down We Go,Kaleo,0.228,https://api.spotify.com/v1/audio-analysis/7oH43GUMu7wCKoFZMWhosG,0.658,212747.0,0.591,7oH43GUMu7wCKoFZMWhosG,0.0,7.0,0.196,-10.42,1.0,0.0669,144.821,4.0,https://api.spotify.com/v1/tracks/7oH43GUMu7wCKoFZMWhosG,audio_features,spotify:track:7oH43GUMu7wCKoFZMWhosG,0.702
615,I'm sorry (feat. shiloh),Swell,0.0519,https://api.spotify.com/v1/audio-analysis/6RnhPvk4EBbOJVETOQtMA5,0.706,222173.0,0.701,6RnhPvk4EBbOJVETOQtMA5,0.00103,11.0,0.102,-8.538,1.0,0.0288,118.589,4.0,https://api.spotify.com/v1/tracks/6RnhPvk4EBbOJVETOQtMA5,audio_features,spotify:track:6RnhPvk4EBbOJVETOQtMA5,0.231
616,Gone,JR JR,0.591,https://api.spotify.com/v1/audio-analysis/78J9MBkAoqfvyeEpQKJDzD,0.624,251627.0,0.724,78J9MBkAoqfvyeEpQKJDzD,7.79e-06,10.0,0.101,-7.113,1.0,0.101,78.008,4.0,https://api.spotify.com/v1/tracks/78J9MBkAoqfvyeEpQKJDzD,audio_features,spotify:track:78J9MBkAoqfvyeEpQKJDzD,0.624
617,"10,000 Emerald Pools",BØRNS,0.733,https://api.spotify.com/v1/audio-analysis/3tjnCI2F64MOrRzi3NgXCA,0.748,251256.0,0.446,3tjnCI2F64MOrRzi3NgXCA,2.83e-06,5.0,0.107,-7.771,1.0,0.0304,98.076,3.0,https://api.spotify.com/v1/tracks/3tjnCI2F64MOrRzi3NgXCA,audio_features,spotify:track:3tjnCI2F64MOrRzi3NgXCA,0.579
618,#Grownupz,FEiN,0.000563,https://api.spotify.com/v1/audio-analysis/2J4obtL5oOmstcOfq5UW3C,0.417,167091.0,0.73,2J4obtL5oOmstcOfq5UW3C,3.31e-06,5.0,0.0766,-6.774,1.0,0.0363,81.179,4.0,https://api.spotify.com/v1/tracks/2J4obtL5oOmstcOfq5UW3C,audio_features,spotify:track:2J4obtL5oOmstcOfq5UW3C,0.43
619,Overflow,Ghost Loft,0.28,https://api.spotify.com/v1/audio-analysis/6MEDfjHxnVNcYmHe3mM6L2,0.531,262680.0,0.586,6MEDfjHxnVNcYmHe3mM6L2,0.0,11.0,0.0824,-6.01,1.0,0.21,83.711,4.0,https://api.spotify.com/v1/tracks/6MEDfjHxnVNcYmHe3mM6L2,audio_features,spotify:track:6MEDfjHxnVNcYmHe3mM6L2,0.785
620,Southern Skies,Yuck,0.616,https://api.spotify.com/v1/audio-analysis/4wd09wCccmxUB7XVJp0RNn,0.756,231000.0,0.28,4wd09wCccmxUB7XVJp0RNn,0.00033,5.0,0.414,-14.27,1.0,0.0296,109.413,4.0,https://api.spotify.com/v1/tracks/4wd09wCccmxUB7XVJp0RNn,audio_features,spotify:track:4wd09wCccmxUB7XVJp0RNn,0.695
621,Loud Places,Jamie xx,0.205,https://api.spotify.com/v1/audio-analysis/7negsVXshIJDsJEFVmw0Aw,0.672,208538.0,0.646,7negsVXshIJDsJEFVmw0Aw,2.39e-05,2.0,0.0993,-9.11,1.0,0.101,75.03,4.0,https://api.spotify.com/v1/tracks/7negsVXshIJDsJEFVmw0Aw,audio_features,spotify:track:7negsVXshIJDsJEFVmw0Aw,0.12
622,Dizzy On the Comedown,Turnover,0.0885,https://api.spotify.com/v1/audio-analysis/6MC1qVHAzM2Bzx0jEPxvHU,0.693,350680.0,0.838,6MC1qVHAzM2Bzx0jEPxvHU,0.0252,4.0,0.121,-6.94,0.0,0.0277,115.012,4.0,https://api.spotify.com/v1/tracks/6MC1qVHAzM2Bzx0jEPxvHU,audio_features,spotify:track:6MC1qVHAzM2Bzx0jEPxvHU,0.728
623,My Trigger,Miike Snow,0.0192,https://api.spotify.com/v1/audio-analysis/1b3Fz3UN8jX7SC3yAiecv2,0.454,235875.0,0.73,1b3Fz3UN8jX7SC3yAiecv2,0.0567,7.0,0.116,-5.567,1.0,0.0304,83.995,4.0,https://api.spotify.com/v1/tracks/1b3Fz3UN8jX7SC3yAiecv2,audio_features,spotify:track:1b3Fz3UN8jX7SC3yAiecv2,0.461
624,First Class,Rainbow Kitten Surprise,0.0583,https://api.spotify.com/v1/audio-analysis/402inY9UFrPImLssOP0Wo8,0.54,244347.0,0.934,402inY9UFrPImLssOP0Wo8,0.0,1.0,0.215,-5.907,1.0,0.0687,88.425,4.0,https://api.spotify.com/v1/tracks/402inY9UFrPImLssOP0Wo8,audio_features,spotify:track:402inY9UFrPImLssOP0Wo8,0.665
625,Somebody Else,The 1975,0.322,https://api.spotify.com/v1/audio-analysis/3DeqF1OQZfYWXGkEsxRhM8,0.372,267207.0,0.711,3DeqF1OQZfYWXGkEsxRhM8,0.000823,7.0,0.692,-6.54,1.0,0.0413,121.099,4.0,https://api.spotify.com/v1/tracks/3DeqF1OQZfYWXGkEsxRhM8,audio_features,spotify:track:3DeqF1OQZfYWXGkEsxRhM8,0.202
626,Cupid's Chokehold / Breakfast In America,Gym Class Heroes,0.294,https://api.spotify.com/v1/audio-analysis/2a0WwSvmFdXPTdDMilPA1y,0.629,195213.0,0.673,2a0WwSvmFdXPTdDMilPA1y,0.0109,6.0,0.139,-4.379,1.0,0.0262,114.243,4.0,https://api.spotify.com/v1/tracks/2a0WwSvmFdXPTdDMilPA1y,audio_features,spotify:track:2a0WwSvmFdXPTdDMilPA1y,0.419
627,Loves Me Like a Rock,Paul Simon,0.00412,https://api.spotify.com/v1/audio-analysis/5drYpn6xtaI4LavbQXevjX,0.389,215560.0,0.884,5drYpn6xtaI4LavbQXevjX,0.172,9.0,0.31,-4.602,1.0,0.0741,128.604,4.0,https://api.spotify.com/v1/tracks/5drYpn6xtaI4LavbQXevjX,audio_features,spotify:track:5drYpn6xtaI4LavbQXevjX,0.422
628,It's Different For Girls,Joe Jackson,0.886,https://api.spotify.com/v1/audio-analysis/0Lbe98RKWwBbu1sipPSa4n,0.386,231333.0,0.576,0Lbe98RKWwBbu1sipPSa4n,0.0783,0.0,0.151,-10.463,1.0,0.0598,180.022,3.0,https://api.spotify.com/v1/tracks/0Lbe98RKWwBbu1sipPSa4n,audio_features,spotify:track:0Lbe98RKWwBbu1sipPSa4n,0.512
629,Step,Vampire Weekend,0.0148,https://api.spotify.com/v1/audio-analysis/1s5wRbjKYS4PwvRiUDGtVt,0.51,289486.0,0.816,1s5wRbjKYS4PwvRiUDGtVt,0.0574,2.0,0.115,-7.127,1.0,0.0484,110.124,4.0,https://api.spotify.com/v1/tracks/1s5wRbjKYS4PwvRiUDGtVt,audio_features,spotify:track:1s5wRbjKYS4PwvRiUDGtVt,0.618
630,Sexy Weekend,Scoundrels,0.0103,https://api.spotify.com/v1/audio-analysis/5MEAdc9kKuFbsYRY0HJ8LB,0.683,324828.0,0.942,5MEAdc9kKuFbsYRY0HJ8LB,0.0165,9.0,0.093,-3.535,1.0,0.0508,116.023,4.0,https://api.spotify.com/v1/tracks/5MEAdc9kKuFbsYRY0HJ8LB,audio_features,spotify:track:5MEAdc9kKuFbsYRY0HJ8LB,0.474
631,Passing Out Pieces,Mac DeMarco,0.071,https://api.spotify.com/v1/audio-analysis/37fSE5VTxUjtPlPEeL1xAm,0.548,225692.0,0.394,37fSE5VTxUjtPlPEeL1xAm,1.32e-05,0.0,0.325,-9.176,0.0,0.038,129.952,4.0,https://api.spotify.com/v1/tracks/37fSE5VTxUjtPlPEeL1xAm,audio_features,spotify:track:37fSE5VTxUjtPlPEeL1xAm,0.322
632,Sweet Life,Frank Ocean,0.011,https://api.spotify.com/v1/audio-analysis/4cIedAXi7s8BYl4eRjC3Bc,0.605,219987.0,0.964,4cIedAXi7s8BYl4eRjC3Bc,0.0,9.0,0.187,-1.581,1.0,0.0643,99.071,4.0,https://api.spotify.com/v1/tracks/4cIedAXi7s8BYl4eRjC3Bc,audio_features,spotify:track:4cIedAXi7s8BYl4eRjC3Bc,0.81
633,"Jesus, etc.",Wilco,0.134,https://api.spotify.com/v1/audio-analysis/2M6tHJVrNXZta3Hsjbi70z,0.535,375427.0,0.505,2M6tHJVrNXZta3Hsjbi70z,1.95e-05,7.0,0.63,-8.357,1.0,0.0269,90.057,4.0,https://api.spotify.com/v1/tracks/2M6tHJVrNXZta3Hsjbi70z,audio_features,spotify:track:2M6tHJVrNXZta3Hsjbi70z,0.526
