,0,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
1140,In The Midnight Hour,Wilson Pickett,0.0475,https://api.spotify.com/v1/audio-analysis/2sVcw1xyQe44BGnEKLTzJB,0.767,243027.0,0.457,2sVcw1xyQe44BGnEKLTzJB,0.565,11.0,0.109,-9.279,1.0,0.156,112.464,4.0,https://api.spotify.com/v1/tracks/2sVcw1xyQe44BGnEKLTzJB,audio_features,spotify:track:2sVcw1xyQe44BGnEKLTzJB,0.384
1141,"I Don't Want Nobody To Give Me Nothing (Open Up The Door I'll Get It Myself), Pt. 1 - Single Version",James Brown,0.0339,https://api.spotify.com/v1/audio-analysis/1rfGO3N4DPGodJLSSY9Re5,0.712,196755.0,0.846,1rfGO3N4DPGodJLSSY9Re5,0.000384,4.0,0.106,-6.714,0.0,0.0538,120.016,4.0,https://api.spotify.com/v1/tracks/1rfGO3N4DPGodJLSSY9Re5,audio_features,spotify:track:1rfGO3N4DPGodJLSSY9Re5,0.573
1142,(Sittin' On) The Dock Of The Bay,Otis Redding,0.0372,https://api.spotify.com/v1/audio-analysis/3CS2C5sJICe5wapxWCIuEL,0.394,351387.0,0.631,3CS2C5sJICe5wapxWCIuEL,0.00581,9.0,0.0817,-6.39,0.0,0.159,85.553,4.0,https://api.spotify.com/v1/tracks/3CS2C5sJICe5wapxWCIuEL,audio_features,spotify:track:3CS2C5sJICe5wapxWCIuEL,0.398
1143,FUCKING YOUNG / PERFECT,"Tyler, The Creator",0.127,https://api.spotify.com/v1/audio-analysis/1HA2V2EfAgJUBVOju4YfiB,0.745,177697.0,0.672,1HA2V2EfAgJUBVOju4YfiB,0.0,9.0,0.103,-5.738,1.0,0.0346,108.031,4.0,https://api.spotify.com/v1/tracks/1HA2V2EfAgJUBVOju4YfiB,audio_features,spotify:track:1HA2V2EfAgJUBVOju4YfiB,0.641
1144,"I'm Coolin', No Foolin'",Lesley Gore,9.36e-05,https://api.spotify.com/v1/audio-analysis/0MYDACCBSzyuXD9BUHjgcF,0.561,207333.0,0.653,0MYDACCBSzyuXD9BUHjgcF,0.000267,1.0,0.0773,-6.9,0.0,0.0288,117.862,4.0,https://api.spotify.com/v1/tracks/0MYDACCBSzyuXD9BUHjgcF,audio_features,spotify:track:0MYDACCBSzyuXD9BUHjgcF,0.384
1145,She (Featuring Frank Ocean),"Tyler, The Creator",0.049,https://api.spotify.com/v1/audio-analysis/26yohWYLPKCCP7X7rwKedJ,0.75,159595.0,0.585,26yohWYLPKCCP7X7rwKedJ,0.00552,9.0,0.155,-7.576,0.0,0.0285,102.331,4.0,https://api.spotify.com/v1/tracks/26yohWYLPKCCP7X7rwKedJ,audio_features,spotify:track:26yohWYLPKCCP7X7rwKedJ,0.584
1146,Golden,"Tyler, The Creator",0.156,https://api.spotify.com/v1/audio-analysis/63SevszngYpZOwf63o61K4,0.592,156600.0,0.691,63SevszngYpZOwf63o61K4,9.78e-06,3.0,0.418,-8.354,1.0,0.196,99.976,4.0,https://api.spotify.com/v1/tracks/63SevszngYpZOwf63o61K4,audio_features,spotify:track:63SevszngYpZOwf63o61K4,0.0796
1147,Paradise,Rex Orange County,0.00354,https://api.spotify.com/v1/audio-analysis/7qJ0DVXgKBB2tJeQpe8pP6,0.661,247970.0,0.837,7qJ0DVXgKBB2tJeQpe8pP6,0.000933,1.0,0.331,-5.974,1.0,0.0627,121.011,4.0,https://api.spotify.com/v1/tracks/7qJ0DVXgKBB2tJeQpe8pP6,audio_features,spotify:track:7qJ0DVXgKBB2tJeQpe8pP6,0.835
1148,Overtime,KNOWER,0.0026,https://api.spotify.com/v1/audio-analysis/6ecAkpOqGXQOkISSy5WWfi,0.512,224237.0,0.672,6ecAkpOqGXQOkISSy5WWfi,0.00716,1.0,0.254,-5.44,1.0,0.028,166.004,4.0,https://api.spotify.com/v1/tracks/6ecAkpOqGXQOkISSy5WWfi,audio_features,spotify:track:6ecAkpOqGXQOkISSy5WWfi,0.552
1149,Pata Pata,Miriam Makeba,0.132,https://api.spotify.com/v1/audio-analysis/0UV5zxRMz6AO4ZwUOZNIKI,0.454,234800.0,0.82,0UV5zxRMz6AO4ZwUOZNIKI,0.000969,2.0,0.115,-4.193,1.0,0.0567,166.303,4.0,https://api.spotify.com/v1/tracks/0UV5zxRMz6AO4ZwUOZNIKI,audio_features,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,0.575
1150,Good Morning - Just Kiddin Remix,Max Frost,0.0897,https://api.spotify.com/v1/audio-analysis/5OULYbjWNukOzjjR7GlMGO,0.641,214680.0,0.441,5OULYbjWNukOzjjR7GlMGO,0.000601,0.0,0.114,-6.993,1.0,0.0327,177.811,4.0,https://api.spotify.com/v1/tracks/5OULYbjWNukOzjjR7GlMGO,audio_features,spotify:track:5OULYbjWNukOzjjR7GlMGO,0.962
1151,Free Room (feat. Appleby),Ravyn Lenae,0.275,https://api.spotify.com/v1/audio-analysis/5G7uLHtoEW140QOcBpJlfz,0.34,283973.0,0.472,5G7uLHtoEW140QOcBpJlfz,0.0,9.0,0.0843,-12.939,1.0,0.0473,78.086,4.0,https://api.spotify.com/v1/tracks/5G7uLHtoEW140QOcBpJlfz,audio_features,spotify:track:5G7uLHtoEW140QOcBpJlfz,0.533
1152,1950,King Princess,0.103,https://api.spotify.com/v1/audio-analysis/6Q4iTajuWA4gvtAw6wlAvv,0.505,216617.0,0.674,6Q4iTajuWA4gvtAw6wlAvv,0.0,2.0,0.723,-3.918,1.0,0.0304,120.164,4.0,https://api.spotify.com/v1/tracks/6Q4iTajuWA4gvtAw6wlAvv,audio_features,spotify:track:6Q4iTajuWA4gvtAw6wlAvv,0.332
1153,Roll (Burbank Funk) - KAYTRANADA Remix,The Internet,0.0581,https://api.spotify.com/v1/audio-analysis/6Qjc36CLNJHkWwSNIPbghM,0.409,379389.0,0.545,6Qjc36CLNJHkWwSNIPbghM,0.00597,2.0,0.152,-11.314,1.0,0.0835,90.536,4.0,https://api.spotify.com/v1/tracks/6Qjc36CLNJHkWwSNIPbghM,audio_features,spotify:track:6Qjc36CLNJHkWwSNIPbghM,0.686
1154,Sticky,Ravyn Lenae,0.0307,https://api.spotify.com/v1/audio-analysis/0wvIGFIgbyz4JNwQhZgTv2,0.269,374333.0,0.551,0wvIGFIgbyz4JNwQhZgTv2,0.000619,10.0,0.118,-8.456,0.0,0.0274,144.408,3.0,https://api.spotify.com/v1/tracks/0wvIGFIgbyz4JNwQhZgTv2,audio_features,spotify:track:0wvIGFIgbyz4JNwQhZgTv2,0.202
1155,Cuffed,Nick Hakim,0.37,https://api.spotify.com/v1/audio-analysis/2JuasWPUodaUxf5nwNpciQ,0.384,259200.0,0.562,2JuasWPUodaUxf5nwNpciQ,0.267,3.0,0.0775,-10.059,0.0,0.0296,136.094,3.0,https://api.spotify.com/v1/tracks/2JuasWPUodaUxf5nwNpciQ,audio_features,spotify:track:2JuasWPUodaUxf5nwNpciQ,0.159
1156,Just A Stranger (feat. Steve Lacy),Kali Uchis,0.00229,https://api.spotify.com/v1/audio-analysis/6gZVQvQZOFpzIy3HblJ20F,0.346,284427.0,0.765,6gZVQvQZOFpzIy3HblJ20F,7.54e-06,8.0,0.213,-8.558,1.0,0.0413,106.463,4.0,https://api.spotify.com/v1/tracks/6gZVQvQZOFpzIy3HblJ20F,audio_features,spotify:track:6gZVQvQZOFpzIy3HblJ20F,0.644
1157,Golden Dream,Snail Mail,0.00451,https://api.spotify.com/v1/audio-analysis/1DCdIWCE5UFiObCsTSpKFv,0.552,327893.0,0.725,1DCdIWCE5UFiObCsTSpKFv,0.000158,10.0,0.116,-7.09,0.0,0.0319,111.243,4.0,https://api.spotify.com/v1/tracks/1DCdIWCE5UFiObCsTSpKFv,audio_features,spotify:track:1DCdIWCE5UFiObCsTSpKFv,0.558
1158,4EVER,Clairo,0.262,https://api.spotify.com/v1/audio-analysis/3q6ygCZID0OKj6MUxInB48,0.713,206968.0,0.755,3q6ygCZID0OKj6MUxInB48,0.000114,7.0,0.0947,-4.577,1.0,0.151,155.939,4.0,https://api.spotify.com/v1/tracks/3q6ygCZID0OKj6MUxInB48,audio_features,spotify:track:3q6ygCZID0OKj6MUxInB48,0.625
1159,Nevermind,Dennis Lloyd,0.419,https://api.spotify.com/v1/audio-analysis/32xx0fAv3CIeGmNaWTHvEF,0.766,220160.0,0.5,32xx0fAv3CIeGmNaWTHvEF,0.0,1.0,0.108,-7.626,1.0,0.152,107.045,4.0,https://api.spotify.com/v1/tracks/32xx0fAv3CIeGmNaWTHvEF,audio_features,spotify:track:32xx0fAv3CIeGmNaWTHvEF,0.495
1160,I'm So Free,Beck,0.17,https://api.spotify.com/v1/audio-analysis/5hTpBe8h35rJ67eAWHQsJx,0.941,209640.0,0.335,5hTpBe8h35rJ67eAWHQsJx,0.0,5.0,0.262,-10.179,0.0,0.505,120.041,4.0,https://api.spotify.com/v1/tracks/5hTpBe8h35rJ67eAWHQsJx,audio_features,spotify:track:5hTpBe8h35rJ67eAWHQsJx,0.707
1161,Dear Life,Beck,0.176,https://api.spotify.com/v1/audio-analysis/6Tsu3OsuMz4KEGKbOYd6A0,0.895,230000.0,0.694,6Tsu3OsuMz4KEGKbOYd6A0,0.0,9.0,0.292,-4.384,1.0,0.275,93.944,4.0,https://api.spotify.com/v1/tracks/6Tsu3OsuMz4KEGKbOYd6A0,audio_features,spotify:track:6Tsu3OsuMz4KEGKbOYd6A0,0.632
1162,Where'd All the Time Go?,Dr. Dog,0.0271,https://api.spotify.com/v1/audio-analysis/3kG2YgxjYnnPBlo7H08Xt3,0.857,253133.0,0.867,3kG2YgxjYnnPBlo7H08Xt3,0.0,6.0,0.128,-4.952,0.0,0.0635,104.382,4.0,https://api.spotify.com/v1/tracks/3kG2YgxjYnnPBlo7H08Xt3,audio_features,spotify:track:3kG2YgxjYnnPBlo7H08Xt3,0.918
1163,Happy Pills,Norah Jones,0.000146,https://api.spotify.com/v1/audio-analysis/1gh6flppAA19XDw30g5LEN,0.393,284640.0,0.882,1gh6flppAA19XDw30g5LEN,0.000341,11.0,0.507,-5.884,1.0,0.0367,88.417,4.0,https://api.spotify.com/v1/tracks/1gh6flppAA19XDw30g5LEN,audio_features,spotify:track:1gh6flppAA19XDw30g5LEN,0.364
1164,What Is And What Should Never Be,Led Zeppelin,0.0945,https://api.spotify.com/v1/audio-analysis/0IxtJOcnoS2DPmBfV2HDfW,0.461,260914.0,0.41,0IxtJOcnoS2DPmBfV2HDfW,0.9,7.0,0.551,-18.441,1.0,0.0623,100.335,4.0,https://api.spotify.com/v1/tracks/0IxtJOcnoS2DPmBfV2HDfW,audio_features,spotify:track:0IxtJOcnoS2DPmBfV2HDfW,0.375
1165,No Pressure,The Kooks,0.479,https://api.spotify.com/v1/audio-analysis/1rxD34LAtkafrMUHqHIV76,0.345,259741.0,0.461,1rxD34LAtkafrMUHqHIV76,0.0184,9.0,0.0993,-12.063,1.0,0.0645,96.346,4.0,https://api.spotify.com/v1/tracks/1rxD34LAtkafrMUHqHIV76,audio_features,spotify:track:1rxD34LAtkafrMUHqHIV76,0.171
1166,The Lemon Song,Led Zeppelin,0.0114,https://api.spotify.com/v1/audio-analysis/7rig9YRhho4jJ2LBMGekfj,0.714,208200.0,0.713,7rig9YRhho4jJ2LBMGekfj,0.0183,2.0,0.0608,-5.52,0.0,0.027,93.006,4.0,https://api.spotify.com/v1/tracks/7rig9YRhho4jJ2LBMGekfj,audio_features,spotify:track:7rig9YRhho4jJ2LBMGekfj,0.9
1167,Rooster,Alice In Chains,0.0351,https://api.spotify.com/v1/audio-analysis/300DUx4tdtCdGEUXR032jA,0.447,440013.0,0.625,300DUx4tdtCdGEUXR032jA,0.000727,10.0,0.243,-8.212,0.0,0.323,67.104,4.0,https://api.spotify.com/v1/tracks/300DUx4tdtCdGEUXR032jA,audio_features,spotify:track:300DUx4tdtCdGEUXR032jA,0.261
1168,Nutshell,Alice In Chains,0.365,https://api.spotify.com/v1/audio-analysis/79OKfIXCPbNhZa3h1ZREag,0.714,191992.0,0.59,79OKfIXCPbNhZa3h1ZREag,0.167,5.0,0.0844,-9.849,1.0,0.0812,97.048,4.0,https://api.spotify.com/v1/tracks/79OKfIXCPbNhZa3h1ZREag,audio_features,spotify:track:79OKfIXCPbNhZa3h1ZREag,0.357
1169,Man in the Box,Alice In Chains,0.000738,https://api.spotify.com/v1/audio-analysis/739vCwA3EpBSkk3uDsI2wB,0.777,226107.0,0.657,739vCwA3EpBSkk3uDsI2wB,3.34e-06,1.0,0.0932,-6.434,1.0,0.237,189.992,4.0,https://api.spotify.com/v1/tracks/739vCwA3EpBSkk3uDsI2wB,audio_features,spotify:track:739vCwA3EpBSkk3uDsI2wB,0.245
1170,Heaven Beside You,Alice In Chains,0.492,https://api.spotify.com/v1/audio-analysis/6UQDIIEPzeduwXlZE86SOF,0.679,360476.0,0.344,6UQDIIEPzeduwXlZE86SOF,0.00385,7.0,0.379,-12.734,1.0,0.0411,87.034,4.0,https://api.spotify.com/v1/tracks/6UQDIIEPzeduwXlZE86SOF,audio_features,spotify:track:6UQDIIEPzeduwXlZE86SOF,0.186
1171,Lil Thing,Knox Fortune,0.43,https://api.spotify.com/v1/audio-analysis/3ASXl6RsPDxZElS8Qmv2UB,0.495,247055.0,0.533,3ASXl6RsPDxZElS8Qmv2UB,0.000672,0.0,0.106,-5.802,0.0,0.0295,79.71,4.0,https://api.spotify.com/v1/tracks/3ASXl6RsPDxZElS8Qmv2UB,audio_features,spotify:track:3ASXl6RsPDxZElS8Qmv2UB,0.424
1172,Heebiejeebies - Bonus,Aminé,0.551,https://api.spotify.com/v1/audio-analysis/5dcZUsgcMW57ju0A379O7c,0.784,188385.0,0.55,5dcZUsgcMW57ju0A379O7c,0.000607,8.0,0.0899,-8.645,1.0,0.0632,81.676,4.0,https://api.spotify.com/v1/tracks/5dcZUsgcMW57ju0A379O7c,audio_features,spotify:track:5dcZUsgcMW57ju0A379O7c,0.715
1173,Caroline,Aminé,0.765,https://api.spotify.com/v1/audio-analysis/5GUYJTQap5F3RDQiCOJhrS,0.572,249668.0,0.209,5GUYJTQap5F3RDQiCOJhrS,0.0,8.0,0.356,-10.413,1.0,0.0313,80.069,4.0,https://api.spotify.com/v1/tracks/5GUYJTQap5F3RDQiCOJhrS,audio_features,spotify:track:5GUYJTQap5F3RDQiCOJhrS,0.446
1174,Hypnotize,The Notorious B.I.G.,0.42,https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ,0.466,307151.0,0.548,7eqoqGkKwgOaWNNHx90uEZ,1.01e-06,5.0,0.113,-9.362,0.0,0.118,89.815,4.0,https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ,audio_features,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,0.423
1175,Mo Money Mo Problems (feat. Mase & Puff Daddy),The Notorious B.I.G.,0.269,https://api.spotify.com/v1/audio-analysis/0725YWm6Z0TpZ6wrNk64Eb,0.592,304760.0,0.423,0725YWm6Z0TpZ6wrNk64Eb,0.0,3.0,0.207,-8.184,0.0,0.0904,60.014,4.0,https://api.spotify.com/v1/tracks/0725YWm6Z0TpZ6wrNk64Eb,audio_features,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,0.607
1176,Grind,Alice In Chains,0.0884,https://api.spotify.com/v1/audio-analysis/5lcyIeEfwZTs8Ajw3kdF7P,0.564,224147.0,0.738,5lcyIeEfwZTs8Ajw3kdF7P,0.0,5.0,0.148,-7.92,1.0,0.211,89.286,4.0,https://api.spotify.com/v1/tracks/5lcyIeEfwZTs8Ajw3kdF7P,audio_features,spotify:track:5lcyIeEfwZTs8Ajw3kdF7P,0.383
1177,Moby Dick,Led Zeppelin,0.0634,https://api.spotify.com/v1/audio-analysis/6IFtOyUOEMewf1UMc7H5eq,0.5,192000.0,0.904,6IFtOyUOEMewf1UMc7H5eq,0.000207,0.0,0.256,-4.929,0.0,0.141,75.158,4.0,https://api.spotify.com/v1/tracks/6IFtOyUOEMewf1UMc7H5eq,audio_features,spotify:track:6IFtOyUOEMewf1UMc7H5eq,0.506
1178,Bring It On Home,Led Zeppelin,0.172,https://api.spotify.com/v1/audio-analysis/3wlXKzqwFb6wD6aieqEjQv,0.734,173587.0,0.783,3wlXKzqwFb6wD6aieqEjQv,0.0147,5.0,0.106,-6.482,0.0,0.0283,107.016,4.0,https://api.spotify.com/v1/tracks/3wlXKzqwFb6wD6aieqEjQv,audio_features,spotify:track:3wlXKzqwFb6wD6aieqEjQv,0.595
1179,No Going Back,Yuno,0.501,https://api.spotify.com/v1/audio-analysis/2sa35Fu5jG7UBb82NVZWMm,0.632,126694.0,0.821,2sa35Fu5jG7UBb82NVZWMm,0.000436,4.0,0.175,-6.608,0.0,0.3,90.032,4.0,https://api.spotify.com/v1/tracks/2sa35Fu5jG7UBb82NVZWMm,audio_features,spotify:track:2sa35Fu5jG7UBb82NVZWMm,0.524
1180,Palace/Curse,The Internet,0.00884,https://api.spotify.com/v1/audio-analysis/2Q5wSOwq6BDSu7sSVMNrtT,0.592,409400.0,0.882,2Q5wSOwq6BDSu7sSVMNrtT,0.0155,8.0,0.0506,-8.315,1.0,0.0468,92.157,4.0,https://api.spotify.com/v1/tracks/2Q5wSOwq6BDSu7sSVMNrtT,audio_features,spotify:track:2Q5wSOwq6BDSu7sSVMNrtT,0.442
1181,Where Did I Go?,Jorja Smith,0.0529,https://api.spotify.com/v1/audio-analysis/5aC0QmgjYGG8QYgAg06nTk,0.715,277640.0,0.549,5aC0QmgjYGG8QYgAg06nTk,0.554,4.0,0.399,-9.468,0.0,0.0488,141.795,4.0,https://api.spotify.com/v1/tracks/5aC0QmgjYGG8QYgAg06nTk,audio_features,spotify:track:5aC0QmgjYGG8QYgAg06nTk,0.734
1182,Lemon - Drake Remix,N.E.R.D,0.000855,https://api.spotify.com/v1/audio-analysis/0hV8cbzJubHKLSFIsBnYUo,0.635,216333.0,0.752,0hV8cbzJubHKLSFIsBnYUo,0.00858,7.0,0.0326,-6.613,1.0,0.0303,101.08,4.0,https://api.spotify.com/v1/tracks/0hV8cbzJubHKLSFIsBnYUo,audio_features,spotify:track:0hV8cbzJubHKLSFIsBnYUo,0.848
1183,Don't Judge Me,Janelle Monáe,0.0569,https://api.spotify.com/v1/audio-analysis/7zXiWN0jPB1hV7R59mqAz6,0.728,200427.0,0.592,7zXiWN0jPB1hV7R59mqAz6,3.23e-06,1.0,0.0409,-9.518,1.0,0.0251,104.407,4.0,https://api.spotify.com/v1/tracks/7zXiWN0jPB1hV7R59mqAz6,audio_features,spotify:track:7zXiWN0jPB1hV7R59mqAz6,0.965
1184,In Your Eyes,BadBadNotGood,0.0766,https://api.spotify.com/v1/audio-analysis/6yEAAIEHu4GcUFptg5W9kI,0.666,260867.0,0.623,6yEAAIEHu4GcUFptg5W9kI,0.0404,2.0,0.103,-12.697,1.0,0.0259,111.293,4.0,https://api.spotify.com/v1/tracks/6yEAAIEHu4GcUFptg5W9kI,audio_features,spotify:track:6yEAAIEHu4GcUFptg5W9kI,0.667
1185,Them Changes,Thundercat,0.147,https://api.spotify.com/v1/audio-analysis/18YB1U2346cnPCBAbmga8h,0.455,156133.0,0.524,18YB1U2346cnPCBAbmga8h,0.0,9.0,0.161,-5.691,0.0,0.147,74.885,4.0,https://api.spotify.com/v1/tracks/18YB1U2346cnPCBAbmga8h,audio_features,spotify:track:18YB1U2346cnPCBAbmga8h,0.584
1186,Self Control,Frank Ocean,0.432,https://api.spotify.com/v1/audio-analysis/04Yi3WxTBY599l1J8RnzIM,0.525,246738.0,0.829,04Yi3WxTBY599l1J8RnzIM,0.0,7.0,0.81,-6.112,1.0,0.542,177.324,4.0,https://api.spotify.com/v1/tracks/04Yi3WxTBY599l1J8RnzIM,audio_features,spotify:track:04Yi3WxTBY599l1J8RnzIM,0.833
1187,Nights,Frank Ocean,0.744,https://api.spotify.com/v1/audio-analysis/6194J9U7xviKfo0ZSsnxIc,0.692,287640.0,0.38,6194J9U7xviKfo0ZSsnxIc,0.0164,11.0,0.132,-15.914,0.0,0.0612,135.98,4.0,https://api.spotify.com/v1/tracks/6194J9U7xviKfo0ZSsnxIc,audio_features,spotify:track:6194J9U7xviKfo0ZSsnxIc,0.317
1188,Super Rich Kids,Frank Ocean,0.00464,https://api.spotify.com/v1/audio-analysis/7ryo3eIaVvEklZHpulcCqG,0.199,313533.0,0.955,7ryo3eIaVvEklZHpulcCqG,0.0,9.0,0.113,-7.046,1.0,0.0625,207.717,4.0,https://api.spotify.com/v1/tracks/7ryo3eIaVvEklZHpulcCqG,audio_features,spotify:track:7ryo3eIaVvEklZHpulcCqG,0.694
1189,Crack Rock,Frank Ocean,0.0682,https://api.spotify.com/v1/audio-analysis/0YveezON7jpiaHA8fnUHxN,0.41,510573.0,0.761,0YveezON7jpiaHA8fnUHxN,0.0077,4.0,0.0758,-9.453,0.0,0.0687,132.889,4.0,https://api.spotify.com/v1/tracks/0YveezON7jpiaHA8fnUHxN,audio_features,spotify:track:0YveezON7jpiaHA8fnUHxN,0.391
1190,Super Soaker,Duckwrth,0.306,https://api.spotify.com/v1/audio-analysis/0GTK6TesV108Jj5D3MHsYb,0.695,266040.0,0.746,0GTK6TesV108Jj5D3MHsYb,0.00524,7.0,0.368,-8.12,1.0,0.0387,125.123,4.0,https://api.spotify.com/v1/tracks/0GTK6TesV108Jj5D3MHsYb,audio_features,spotify:track:0GTK6TesV108Jj5D3MHsYb,0.885
1191,All Yours,APRE,0.111,https://api.spotify.com/v1/audio-analysis/5RK9EJvMB0EqHyP0acNbcU,0.465,512333.0,0.609,5RK9EJvMB0EqHyP0acNbcU,0.00812,7.0,0.092,-5.187,1.0,0.0558,131.346,3.0,https://api.spotify.com/v1/tracks/5RK9EJvMB0EqHyP0acNbcU,audio_features,spotify:track:5RK9EJvMB0EqHyP0acNbcU,0.294
1192,Can't Be // How U Feel,Billy Lemos,0.0226,https://api.spotify.com/v1/audio-analysis/7JMIrMCoAgklR381airvaJ,0.328,321907.0,0.904,7JMIrMCoAgklR381airvaJ,8.46e-05,11.0,0.0857,-5.594,0.0,0.179,169.956,4.0,https://api.spotify.com/v1/tracks/7JMIrMCoAgklR381airvaJ,audio_features,spotify:track:7JMIrMCoAgklR381airvaJ,0.56
1193,Rock Lobster,The B-52's,0.05,https://api.spotify.com/v1/audio-analysis/32T61xmNSIXhGkEszzs0t8,0.699,193762.0,0.583,32T61xmNSIXhGkEszzs0t8,0.00029,6.0,0.091,-9.731,0.0,0.0357,109.001,4.0,https://api.spotify.com/v1/tracks/32T61xmNSIXhGkEszzs0t8,audio_features,spotify:track:32T61xmNSIXhGkEszzs0t8,0.484
1194,Planet Claire,The B-52's,0.686,https://api.spotify.com/v1/audio-analysis/54eZmuggBFJbV7k248bTTt,0.654,252240.0,0.506,54eZmuggBFJbV7k248bTTt,0.0155,11.0,0.155,-17.18,0.0,0.0535,123.179,4.0,https://api.spotify.com/v1/tracks/54eZmuggBFJbV7k248bTTt,audio_features,spotify:track:54eZmuggBFJbV7k248bTTt,0.831
1195,52 Girls,The B-52's,0.303,https://api.spotify.com/v1/audio-analysis/0bJs66Q7uwNby1vPt8HM2E,0.525,175304.0,0.608,0bJs66Q7uwNby1vPt8HM2E,0.0,8.0,0.323,-6.03,1.0,0.0289,114.868,4.0,https://api.spotify.com/v1/tracks/0bJs66Q7uwNby1vPt8HM2E,audio_features,spotify:track:0bJs66Q7uwNby1vPt8HM2E,0.722
1196,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,0.342,https://api.spotify.com/v1/audio-analysis/1BegERSHwiGC5RmWg9Q0Yn,0.541,229159.0,0.528,1BegERSHwiGC5RmWg9Q0Yn,0.00663,3.0,0.159,-7.1,1.0,0.046,109.919,4.0,https://api.spotify.com/v1/tracks/1BegERSHwiGC5RmWg9Q0Yn,audio_features,spotify:track:1BegERSHwiGC5RmWg9Q0Yn,0.23
1197,Don't You (Forget About Me),Simple Minds,0.124,https://api.spotify.com/v1/audio-analysis/7xTY3rJMgj0nh6OOPHgsLw,0.667,217104.0,0.873,7xTY3rJMgj0nh6OOPHgsLw,0.0,10.0,0.0725,-5.605,1.0,0.314,81.052,4.0,https://api.spotify.com/v1/tracks/7xTY3rJMgj0nh6OOPHgsLw,audio_features,spotify:track:7xTY3rJMgj0nh6OOPHgsLw,0.799
1198,What More Can I Say,NxWorries,0.00431,https://api.spotify.com/v1/audio-analysis/7lIe06uC8SYaQ1rMRo0Q91,0.658,248340.0,0.651,7lIe06uC8SYaQ1rMRo0Q91,0.00126,2.0,0.0823,-7.063,0.0,0.033,101.978,4.0,https://api.spotify.com/v1/tracks/7lIe06uC8SYaQ1rMRo0Q91,audio_features,spotify:track:7lIe06uC8SYaQ1rMRo0Q91,0.749
1199,Smoke.Netflix.Chill.,Tank and The Bangas,0.0977,https://api.spotify.com/v1/audio-analysis/7lT1dCz96jANsLAAADlfIg,0.856,298053.0,0.841,7lT1dCz96jANsLAAADlfIg,0.0,6.0,0.0773,-7.737,0.0,0.335,95.418,4.0,https://api.spotify.com/v1/tracks/7lT1dCz96jANsLAAADlfIg,audio_features,spotify:track:7lT1dCz96jANsLAAADlfIg,0.794
1200,Eggs over Easy,Tank and The Bangas,0.0298,https://api.spotify.com/v1/audio-analysis/6gjuOdS1SMC9sJydRK7PTI,0.537,271000.0,0.638,6gjuOdS1SMC9sJydRK7PTI,5.12e-06,9.0,0.123,-6.587,1.0,0.0307,91.314,4.0,https://api.spotify.com/v1/tracks/6gjuOdS1SMC9sJydRK7PTI,audio_features,spotify:track:6gjuOdS1SMC9sJydRK7PTI,0.754
1201,Lust For Life,Iggy Pop,0.691,https://api.spotify.com/v1/audio-analysis/6oQr3o6tXx7ESYG2sHpNMl,0.581,216693.0,0.455,6oQr3o6tXx7ESYG2sHpNMl,3.38e-05,2.0,0.128,-6.778,1.0,0.0348,113.761,4.0,https://api.spotify.com/v1/tracks/6oQr3o6tXx7ESYG2sHpNMl,audio_features,spotify:track:6oQr3o6tXx7ESYG2sHpNMl,0.207
1202,Roundabout - Remastered Version,Yes,0.00781,https://api.spotify.com/v1/audio-analysis/6cQnrSlTxhHCCiUpKrs7g3,0.619,238568.0,0.628,6cQnrSlTxhHCCiUpKrs7g3,0.207,11.0,0.206,-8.307,0.0,0.038,127.065,4.0,https://api.spotify.com/v1/tracks/6cQnrSlTxhHCCiUpKrs7g3,audio_features,spotify:track:6cQnrSlTxhHCCiUpKrs7g3,0.232
1203,Owner Of A Lonely Heart,Yes,0.663,https://api.spotify.com/v1/audio-analysis/6FBzhcfgGacfXF3AmtfEaX,0.414,129698.0,0.473,6FBzhcfgGacfXF3AmtfEaX,0.0523,11.0,0.128,-8.911,0.0,0.116,100.0,4.0,https://api.spotify.com/v1/tracks/6FBzhcfgGacfXF3AmtfEaX,audio_features,spotify:track:6FBzhcfgGacfXF3AmtfEaX,0.409
1204,Into the Lens - 2008 Remastered Version,Yes,0.301,https://api.spotify.com/v1/audio-analysis/2yOj1pyRC3NcvQyeZ3yAcL,0.511,124022.0,0.436,2yOj1pyRC3NcvQyeZ3yAcL,7.12e-05,9.0,0.255,-10.254,1.0,0.0409,120.207,4.0,https://api.spotify.com/v1/tracks/2yOj1pyRC3NcvQyeZ3yAcL,audio_features,spotify:track:2yOj1pyRC3NcvQyeZ3yAcL,0.342
